timestep,start_lane,end_lane
27:35:00,11,18
27:37:00,10,19
27:37:00,12,14
27:42:00,20,14
27:42:00,22,7
27:45:00,21,8
27:47:00,12,13
27:47:00,17,1
27:47:00,16,2
27:48:00,4,14
27:51:00,15,8
27:52:00,3,18
27:59:00,11,18
27:59:00,10,19
27:59:00,21,8
28:02:00,12,13
28:02:00,22,7
28:04:00,6,7
28:04:00,20,14
28:06:00,17,18
28:06:00,4,14
28:06:00,3,18
28:10:00,17,1
28:10:00,16,2
28:11:00,12,13
28:15:00,11,18
28:15:00,10,19
28:17:00,22,7
28:17:00,20,14
28:19:00,21,8
28:20:00,17,18
28:23:00,16,2
28:24:00,17,18
28:24:00,6,7
28:24:00,4,14
28:28:00,15,8
28:29:00,16,2
28:31:00,17,1
28:31:00,11,18
28:31:00,10,19
28:33:00,22,7
28:33:00,21,8
28:37:00,20,14
28:39:00,17,1
28:41:00,16,2
28:44:00,15,8
28:44:00,6,7
28:46:00,21,8
28:47:00,11,18
28:49:00,4,14
28:49:00,20,14
28:51:00,5,13
28:51:00,3,18
28:57:00,16,2
28:57:00,15,8
28:58:00,17,1
28:59:00,11,18
28:59:00,10,19
29:03:00,20,14
29:03:00,22,7
29:04:00,21,8
29:07:00,20,14
29:10:00,3,18
29:11:00,4,14
29:13:00,15,8
29:16:00,16,2
29:16:00,17,1
29:18:00,11,18
29:18:00,10,19
29:18:00,9,19
29:20:00,21,8
29:20:00,22,7
29:26:00,3,18
29:26:00,5,13
29:26:00,20,14
29:27:00,4,14
29:29:00,16,2
29:31:00,15,8
29:32:00,17,18
29:35:00,21,8
29:35:00,22,7
29:38:00,9,2
29:38:00,10,19
29:38:00,20,14
29:41:00,11,18
29:41:00,4,14
29:42:00,12,13
29:42:00,6,7
29:45:00,3,18
29:50:00,15,8
29:52:00,12,13
29:52:00,17,18
29:52:00,16,2
29:53:00,22,7
29:53:00,21,8
29:53:00,20,14
29:59:00,10,19
29:59:00,11,18
30:03:00,9,2
30:07:00,17,1
30:07:00,5,13
30:07:00,4,14
30:07:00,3,18
30:09:00,16,2
30:12:00,15,8
30:15:00,20,14
30:15:00,22,7
30:16:00,21,8
30:18:00,10,19
30:19:00,11,18
30:20:00,9,1
30:22:00,5,13
30:24:00,4,14
30:25:00,17,1
30:25:00,16,2
30:25:00,3,18
30:26:00,15,8
30:31:00,20,14
30:31:00,22,7
30:32:00,21,8
30:37:00,11,18
30:37:00,10,19
30:41:00,22,1
30:42:00,3,18
30:43:00,16,2
30:43:00,4,14
30:43:00,5,13
30:46:00,16,2
30:47:00,17,1
30:51:00,15,8
30:53:00,20,14
30:54:00,21,8
30:54:00,22,7
30:55:00,9,1
30:55:00,11,18
30:56:00,22,7
30:58:00,10,19
31:01:00,4,14
31:01:00,5,13
31:03:00,6,7
31:09:00,15,8
31:11:00,16,2
31:12:00,11,18
31:13:00,20,14
31:14:00,3,18
31:14:00,10,19
31:17:00,5,13
31:21:00,21,8
31:22:00,22,7
31:23:00,21,8
31:24:00,21,8
31:25:00,9,19
31:26:00,16,2
31:27:00,10,18
31:27:00,11,18
31:28:00,17,1
31:31:00,6,7
31:33:00,4,14
31:33:00,3,18
31:36:00,15,8
31:37:00,6,7
31:38:00,16,2
31:38:00,17,1
31:42:00,4,14
31:42:00,21,8
31:42:00,22,7
31:44:00,20,14
31:46:00,11,18
31:47:00,10,13
31:47:00,12,13
31:51:00,10,19
31:51:00,12,13
31:53:00,16,2
31:53:00,15,8
31:53:00,3,18
31:55:00,4,14
31:55:00,5,13
31:56:00,17,1
31:56:00,12,13
31:59:00,6,7
32:01:00,12,13
32:02:00,22,7
32:02:00,21,8
32:02:00,20,14
32:06:00,11,18
32:07:00,10,19
32:13:00,4,14
32:13:00,3,18
32:16:00,17,1
32:16:00,15,8
32:21:00,22,7
32:21:00,21,8
32:22:00,10,19
32:24:00,11,18
32:24:00,22,7
32:28:00,3,18
32:30:00,17,1
32:30:00,16,2
32:35:00,15,8
32:36:00,9,1
32:40:00,10,19
32:40:00,11,18
32:42:00,5,13
32:44:00,22,7
32:44:00,21,8
32:47:00,17,1
32:47:00,16,2
32:49:00,4,14
32:51:00,5,13
32:53:00,3,18
32:53:00,15,8
32:55:00,12,13
32:57:00,11,18
33:01:00,10,19
33:01:00,9,2
33:02:00,12,13
33:03:00,11,18
33:04:00,22,7
33:04:00,21,8
33:07:00,17,1
33:07:00,16,2
33:09:00,15,8
33:10:00,3,18
33:10:00,5,13
33:13:00,6,7
33:16:00,12,13
33:16:00,10,19
33:18:00,11,18
33:21:00,22,7
33:21:00,21,8
33:25:00,17,1
33:25:00,16,2
33:27:00,15,8
33:29:00,22,1
33:32:00,4,14
33:32:00,3,18
33:34:00,5,13
33:37:00,12,13
33:38:00,21,8
33:38:00,22,7
33:38:00,11,18
33:38:00,10,19
33:43:00,12,13
33:45:00,17,1
33:47:00,5,13
33:47:00,16,2
33:50:00,3,18
33:53:00,15,8
33:55:00,22,7
33:55:00,21,8
34:03:00,11,18
34:03:00,10,19
34:03:00,3,18
34:05:00,12,13
34:05:00,5,13
34:12:00,15,8
34:13:00,16,2
34:13:00,17,1
34:14:00,11,18
34:14:00,10,19
34:14:00,22,7
34:14:00,21,8
34:20:00,3,18
34:20:00,4,14
34:25:00,10,19
34:28:00,22,7
34:28:00,21,8
34:33:00,3,18
34:33:00,4,14
34:34:00,5,13
34:34:00,17,1
34:34:00,16,2
34:35:00,15,8
34:37:00,17,1
34:41:00,22,7
34:41:00,21,8
34:42:00,20,14
34:43:00,11,18
34:43:00,10,19
34:49:00,17,1
34:49:00,16,2
34:49:00,6,7
34:49:00,3,18
34:50:00,4,14
34:50:00,15,8
34:53:00,3,18
34:54:00,22,1
34:56:00,21,8
34:57:00,10,19
35:01:00,4,14
35:01:00,5,13
35:01:00,22,7
35:01:00,20,14
35:04:00,3,18
35:04:00,6,7
35:04:00,16,2
35:05:00,17,1
35:11:00,15,8
35:12:00,21,8
35:14:00,10,19
35:15:00,22,1
35:15:00,20,14
35:15:00,11,18
35:15:00,10,19
35:19:00,4,14
35:19:00,6,7
35:21:00,3,18
35:22:00,4,14
35:25:00,17,1
35:25:00,16,2
35:29:00,22,7
35:29:00,21,8
35:29:00,20,14
35:34:00,11,18
35:34:00,10,19
35:38:00,4,14
35:39:00,3,18
35:41:00,15,8
35:44:00,22,1
35:44:00,20,14
35:47:00,11,18
35:47:00,10,19
35:48:00,16,2
35:49:00,17,1
35:50:00,3,18
35:50:00,4,14
35:58:00,17,18
35:58:00,15,8
35:58:00,22,7
35:58:00,21,8
36:03:00,17,18
36:04:00,16,2
36:10:00,10,19
36:10:00,11,18
36:10:00,20,14
36:13:00,4,14
36:13:00,3,18
36:15:00,17,18
36:16:00,5,13
36:19:00,15,8
36:19:00,16,2
36:20:00,22,7
36:20:00,21,8
36:21:00,11,18
36:23:00,10,19
36:23:00,17,1
36:25:00,4,14
36:25:00,3,18
36:25:00,5,13
36:28:00,20,14
36:32:00,17,18
36:34:00,6,7
36:36:00,16,2
36:36:00,17,1
36:37:00,15,8
36:43:00,11,18
36:43:00,21,8
36:43:00,22,7
36:44:00,10,19
36:44:00,20,14
36:46:00,12,13
36:48:00,5,13
36:48:00,4,14
36:54:00,15,8
36:54:00,16,2
36:57:00,17,1
36:59:00,22,7
37:01:00,17,18
37:01:00,20,14
37:01:00,21,8
37:03:00,10,19
37:06:00,11,18
37:06:00,12,13
37:06:00,4,14
37:10:00,15,8
37:10:00,12,13
37:12:00,16,2
37:14:00,17,1
37:14:00,9,2
37:14:00,9,2
37:15:00,17,18
37:15:00,10,19
37:16:00,6,7
37:17:00,22,7
37:17:00,21,8
37:17:00,20,14
37:22:00,11,18
